序号  ,系统        ,专业  ,问题                                                                        ,答案                                                                                                                                                                                                                                                                    ,省份
834 ,"工程_ICT
" ,江苏  ,项目状态维护选不到项目                                                               ,"1、项目状态维护调整，发起人员应为“主项或子项目经理”
2、项目“项目变更”、“项目状态维护”、“收入收款计划调整”、协议级项目预算组织调整无在途审批单据"                                                                                                                                                                                       ,江苏
835 ,"工程_ICT
" ,江苏  ,项目成本中心如何调整                                                                ,"1.首先确定项目现在的成本中心是否被冻结或者停用，如果被冻结或者停用需要发ITSM数据调整单，选择协议级项目管理系统、PS、预算三个系统统一修改。
2.如果现在的成本中心正常使用，需要先做项目变更调整主项目的成本中心，项目变更走完之后做协议级项目预算组织调整子项目的成本中心。"                                                                                                                          ,江苏
836 ,"工程_ICT
" ,江苏  ,项目金额如何调整                                                                  ,1.项目合同金额可通过收入收款计划合同变更、无合同小额变更（5000以下）、审收入收款计划审计变更调整（需提供审计附件），需用户根据实际业务操作。                                                                                                                                                                                             ,江苏
837 ,"工程_ICT
" ,江苏  ,收入计划行项信息收入日期、产品收入项如何调整                                                    ,"1. 项目收入行项未确认，通过收入收款计划执行变更调整。
2. 项目收入行项已确认，需TMS系统冲销收入确认，再通过收入收款计划执行变更调整。"                                                                                                                                                                                             ,江苏
838 ,"工程_ICT
" ,江苏  ,项目经理如何调整                                                                  ,"1.如原项目经理仍在职可由原项目经理发起项目变更修改项目经理信息。
2.如果原项目经理无法操作，可提ITSM数据调整单进行项目经理信息调整。"                                                                                                                                                                                              ,江苏
839 ,"工程_ICT
" ,江苏  ,项目立项暂存时提示：收入收款计划不完整，请录入后再提交                                               ,"1.合同立项提取合同解析系统解析收入收款计划信息不完整，需找合同解析系统重新解析再提取信息。
2.无合同的需要手动填写完整收入收款计划信息。"                                                                                                                                                                                              ,江苏
840 ,"工程_ICT
" ,江苏  ,项目编码信息与实际立项单位不一致                                                          ,项目编码根据利润中心自动生成的，如与实际立项单位不一致，需先做项目取消作废项目后，再通过ITSM数据调整单后台取消合同与项目关联关系，最后重新立项。                                                                                                                                                                                            ,江苏
841 ,"工程_ICT
" ,江苏  ,立项时损益预评估如何填写                                                              ,系统要求立项预算评估必须填写，预算评估信息可根据商机概算评估信息自动带出，也可手动修改填写。                                                                                                                                                                                                                        ,江苏
842 ,"工程_ICT
" ,江苏  ,项目作废取消后合同如何重新立项                                                           ,发ITSM数据调整单取消合同与原项目关联之后就可重新合同进行立项。                                                                                                                                                                                                                                     ,江苏
843 ,"工程_ICT
" ,江苏  ,资本类项目立项结束然后重新关联WBS                                                        ,需项目经理操作通过项目变更重新选择WBS关联。                                                                                                                                                                                                                                               ,江苏
844 ,"工程_ICT
" ,江苏  ,概算方式然如何选择                                                                 ,"1、概算方式：
 业务方式-全国——全国  
 业务方式-履约计划——江苏
 结果方式——上海
2、为方便江苏用户操作，江苏一般选择“业务方式-履约计划”
3、江苏用户若概算方式不选择“业务方式-履约计划”的话，会影响到损益预评估对应的利润率等业务上的指标
4、概算方式选择错误，相关解决方案：
1）项目结束前：①用户可自行回退到立项申请状态，修改概算方式   ②提工单将流程调到发起步骤，修改概算方式
2）项目已结束，提工单将流程调到发起步骤，修改概算方式"                               ,江苏
845 ,"工程_ICT
" ,江苏  ,合同对方名称已变更，合同收入平台发票递交对方名称未变化如何处理                                           ,确认合同系统对方名称变更后需提数据调整单到协议级项目管理系统调整对方名称，并同步要求合同收入管理平台修改。                                                                                                                                                                                                                 ,江苏
846 ,"工程_ICT
" ,江苏  ,项目报账提示可用总投资不足                                                             ,1.通过项目预算明细查看该项目的预算使用情况，看是否要增加预算                                                                                                                                                                                                                                       ,江苏
847 ,"工程_ICT
" ,江苏  ,项目采购时提示预算不足？                                                              ,1.通过项目预算明细查看该项目的预算；查看SAP与采购系统预算信息是否一致，接口重新同步。                                                                                                                                                                                                                         ,江苏
848 ,"工程_ICT
" ,江苏  ,系统审批下一环节审核人与实际业务审核人不一致                                                    ,需提ITSM需求配置单重新配置流程审核人信息。                                                                                                                                                                                                                                               ,江苏
849 ,"工程_ICT
" ,江苏  ,执行变更调整报错：对已确认的收入收款信息进行修改                                                  ,执行变更发起时状态为未确认，审核环节时TMS接口传送已确认状态，导致申请人确认时报错，需删掉执行变更单重新发起。                                                                                                                                                                                                              ,江苏
850 ,"工程_ICT
" ,江苏  ,收入计划行项状态变更逻辑                                                              ,收入计划确认状态由TMS系统接口传送，TMS系统收入预确认时，会传送已确认状态给协议级项目管理系统                                                                                                                                                                                                                     ,江苏
851 ,"工程_ICT
" ,江苏  ,合同收入平台查不到项目                                                               ,1.需联系合同收入平台运维查询项目是否满合同收入平台收款条件。                                                                                                                                                                                                                                       ,江苏
852 ,"工程_ICT
" ,江苏  ,合同金额与合同正文金额不一致如何调整                                                        ,"1.立项已完成，需要做合同变更，通过收入收款计划合同变更调整项目金额
2.未立项完成可咨询合同系统运维是否可直接调整原合同金额。"                                                                                                                                                                                                    ,江苏
853 ,"工程_ICT
" ,江苏  ,TMS系统收入确认找不到项目                                                            ,"1.项目必须为开工状态
2.以支定收的产品收入项必须要有实际的支出。"                                                                                                                                                                                                                                  ,江苏
854 ,"工程_ICT
" ,江苏  ,收入计划行项终止日期无法填写                                                            ,目前系统只能修改起始日期，频率； 终止日期是根据起始日期和频率自动带出的。                                                                                                                                                                                                                                 ,江苏
855 ,"工程_ICT
" ,江苏  ,收入计划行项如何拆分                                                                ,要发ITSM数据调整单，后台进行拆分操作                                                                                                                                                                                                                                                  ,江苏
856 ,"工程_ICT
" ,江苏  ,项目变更调整直接成本预算提示预算不足                                                        ,项目变更调整后直接成本预算不能小于项目已占用项目预算。                                                                                                                                                                                                                                           ,江苏
857 ,"工程_ICT
" ,江苏  ,房屋租赁业务合同如何在协议级项目管理系统立项                                                    ,房屋租赁业务合同由省SSC部门统一在协议级项目管理系统立项，无需地市用户操作。                                                                                                                                                                                                                               ,江苏
858 ,"工程_ICT
" ,江苏  ,电路大带宽业务前台受理报错：                                                            ,"首先分场景自查，确保选对场景且符合场景相关要求
（1 ）正式合同编码场景
适用于合同在 MSS 合同系统中 已签约/ 已归档 ，且必须是 收入类合同，与合同类型、是否到期均无关。
（2 ）合同发起号场景
适用于要签署 MSS 合同，只是受理时合同还未签署完的情况。此时 合同类
型 必须为 C1  或者 C7，必须先在集中 ICT 系统中完成 “立项申请人确认”这个步骤，然后在 BSS 受理时选择场景 2 且录入合同发起号（ 不要录入为项目编码）后期合同签约完成后必须到前台受理界面变更为场景 1，并录入正式癴䲧癬Ỵ癭",江苏
859 ,"工程_ICT
" ,江苏  ,一站式电路接单如何受理                                                               ,"对于不是本地签署的合同，而是接到对端的单子： 如果是外省合同，
首先请外省核实有无在 MSS 合同系统中下发到江苏，如已下发且合同归档，可直接选择场景 1，录入外省的合同编码；如果未下发，则根据本地是否计费分别
处理：
情形 1：接单受理但不计费，直接选择测试场景录入测试合同号；
情形 2：接单受理且计费，按照无合同立项， 并提供一站式订单号以及对端
合同编码。
如果是本省跨地市的合同，对于接单地市，直接根据本地是否计费分别处理，方法同上。"                                      ,江苏
860 ,"工程_ICT
" ,江苏  ,一站式业务合同已经归档，为什么对方接单单位看不到                                                  ,"合同签订时需在 MSS 合同系统中的合同审签页面的附加信息中对于“是
否跨省”中选择为“是”，并勾选相关的涉及地市。"                                                                                                                                                                                                          ,江苏
861 ,"工程_ICT
" ,江苏  ,若 ICT/IDC  业务中包含电路专线业务如何受理                                                ,"首先明确电路专线是否单独签订合同， 如果单独签，则按照正常流程分
场景受理；如果未单独签约，对于受理时 ICT 合同已签约完成的，直接选择场景 1 录入ICT 合同编码（无需关注合同类型）；对于个别 ICT 合同尚未完成签约需受理开通的，请按照无合同立项处理，并注明 ICT 合同编号且说明原因"                                                                                                                 ,江苏
862 ,"工程_ICT
" ,江苏  ,电路大带宽业务合同发起号立项无法找到合同发起号                                                   ,合同发起号场景 需关注合同类型，目前只有 C1 和 C7 允许合同发起号立项。                                                                                                                                                                                                                               ,江苏
863 ,采购-采购辅助   ,采购  ,采购方案归档后用户找不到相应的采购结果做合同                                                    ,在采购结果查询页面，点击高级查询，输入对应的方案编号进行查找                                                                                                                                                                                                                                        ,江苏
864 ,采购-采购辅助   ,采购  ,采购需求在采购池中要释放预算怎么办？                                                        ,"（1）采购辅助来源的采购需求：在采购池中终止；
（2）计划建设/物流系统转采购的采购需求：在采购池中退回申请"                                                                                                                                                                                                              ,江苏
865 ,采购-采购辅助   ,采购  ,采购需求编制时，资金来源：成本性支出，采购种类：服务，采购申请类型中有成本活动预算服务采购和成本运维项目服务采购有什么区别             ,成本活动预算服务采购通常应该选择由财务生成活动预算来实施采购，成本运维项目应该选择由运维立项的成本项目来实施采购                                                                                                                                                                                                              ,江苏
866 ,采购-采购辅助   ,采购  ,采购需求/方案/结果编制选不到项目                                                         ,"（1）检查采购是否能查到这项目，若采购无，工辅有，找工程辅助或采购辅助联系PS推送
（2）查看采购需求/方案/结果是否公司代码选择与项目不一致，若不一致，修改为正确公司代码；
（3）检查用户所在单位与项目利润中心是否关联，若无，需提单配置利润中心与人力组织机构对应关系"                                                                                                                              ,江苏
867 ,采购-采购辅助   ,采购  ,采购需求/方案/结果编制选不到成本中心                                                       ,"（1）先看财务有没有配置该公司代码下的成本中心，没配置需要联系财务配置下；
（2）查看采购需求/方案/结果是否公司代码选择有误，若选择错误，修改为正确即可"                                                                                                                                                                                       ,江苏
868 ,采购-采购辅助   ,采购  ,采购结果生成合同，合同已经归档，采购结果怎么终止？                                                 ,先在合同系统做合同解除，然后在采购系统点击“作废/退回”按钮作废采购结果                                                                                                                                                                                                                                  ,江苏
869 ,采购-采购辅助   ,采购  ,采购签报提交报错项目已关闭，但是查询的项目状态是正常的                                               ,采购签报的单据业务ID重复了，建议用户删除掉该采购方案重新做                                                                                                                                                                                                                                        ,江苏
870 ,采购-采购辅助   ,采购  ,合同选不到采购结果                                                                 ,"（1）合同的资金来源必须与采购结果一致；
（2）合同的拟稿人和合同的承办人必须一致；
（3）合同和采购结果的公司名称一致；
（4）采购结果必须为归档"                                                                                                                                                                                          ,江苏
871 ,采购-采购辅助   ,采购  ,采购订单作废提示：请在运维成本系统中更新预算指标、责任中心                                             ,运维成本系统预算规则变了，联系项目管理员在运维成本系统的项目查询à项目预算指标à需要占用的当年最新的项目预算。完成以上操作后就能对订单进行作废                                                                                                                                                                                               ,江苏
872 ,采购-采购辅助   ,采购  ,发票递交提交财务提示：[财辅返回错误]财务处理出错苏州.物资采购部找不到相应的记账成本中心                             ,"（1）财务没配置相应的记账成本中心 ：联系财务运维，报发票递交的公司代码，单位和部门，让财务系统配置下记账成本中心，配置好后再重新提交
（2）割接的汇总单与订单公司代码不一致或割接的合同与订单公司代码不一致：联系运维咨询怎么处理或直接走ITSM工单"                                                                                                                                        ,江苏
873 ,采购-采购辅助   ,采购  ,合同生成订单报找不到供应商和PO抬头错误                                                      ,供应商在PI没找到对应的记录：联系运维在供应商管理—供应商主数据推送，推送下供应商                                                                                                                                                                                                                             ,江苏
874 ,采购-采购辅助   ,采购  ,发票递交时选不到框架汇总单                                                             ,"（1）查看框架汇总单是否已做过发票递交，用汇总单号在发票递交查询中使用单据编号查询
（2）查看汇总单状态是否为：已归档
（3）发票递交人必须是汇总单创建人"                                                                                                                                                                                       ,江苏
875 ,采购-采购辅助   ,采购  ,发票递交时选不到采购订单                                                              ,"（1）采购订单没有做过发票递交，用订单号在发票递交查询中使用单据编号查询
（2）采购订单是小额订单（采购结果直接生成的订单）
（3）供货单是已回单状态，物资类的需要查看验货单归档
（4）发票递交人不是订单创建人"                                                                                                                                                           ,江苏
876 ,采购-采购辅助   ,采购  ,发票递交时选不到采购合同                                                              ,"（1）合同一定不是成本服务合同，成本服务合同直接到财务报账
（2）合同的状态必须已归档，未归档的在合同系统先完成归档
（3）合同如果做过变更，变更的合同也必须归档，发票递交选的是变更前的老合同
（4）合同必须完全生成订单，没生成订单在合同查询中生成订单；订单必须定已回单（物资订单在物流收货回单，工程服务订单在工辅服务确认回单）验货单状态要归档，未归档联系订单申请人在采购系统待办审批归档
（5）发票递交编制人必须是与合同的承办部门是同一个部门
（6）如果是割接的合同必须有履约信息
（7）相应的履约计划未做过癟䲧癬Ỵ" ,江苏
877 ,采购-采购辅助   ,采购  ,框架汇总单选不到订单                                                                ,"（1）订单未汇总
（2）订单是框架订单
（3）订单已签收已回单，验货单归档
（4）汇总单上的公司代码、供应商与订单上的公司代码、供应商要一致
（5）省公司的用户可以汇总所有订单
市公司的用户可以汇总市公司创建以及县公司创建的订单
县公司的用户可以汇总县公司创建的订单"                                                                                                                               ,江苏
878 ,采购-采购辅助   ,采购  ,采购申请单订单分配找不到对应的框架协议                                                       ,"（1）框架协议要归档且启用状态
（2）框架协议物料也要为启用，如果是禁用需联系框架采购管理员启用或者更换物料
（3）寻源的单据的公司代码要在框架协议的多主体中
（4）能被寻到的框架协议范围：    
   集团用户：寻集一、集二   
   省公司用户:寻集一、集二、省一、省二     
   地市公司：寻集一、集二、省一、省二、省三
（5）检查框架协议明细上的字段：是否份额控制，如果为‘是’ 表示受份额管控，检查是否有份额 "                                             ,江苏
879 ,采购-采购辅助   ,采购  ,采购订单没有作废按钮                                                                ,"（1）用户是采购申请人或者采购订单创建人
（2）订单状态为未签收未回单
（3）采购订单申请类型为“终端寄售结算”，前台无法作废，需要提工单后台处理"                                                                                                                                                                                           ,江苏
880 ,采购-采购辅助   ,采购  ,新增供应商是政府机关单位，没有相应的营业执照以及统一社会信用代码怎么办？                                      ,内部维护供应商类别选择“境内特殊单位”，法定识别类型选择“电信自编代码”                                                                                                                                                                                                                                  ,江苏
881 ,采购-采购辅助   ,采购  ,采购方案选不到对应的供应商                                                             ,供应商在供应商主数据中是否能查到，如果查不到需要先新增供应商；如果能查到，拓展省份没有江苏时需要先做供应商引用                                                                                                                                                                                                               ,江苏
882 ,采购-采购辅助   ,采购  ,编制采购需求时，采购管理员选不到对应的人员                                                     ,该用户没有配置采购管理员的角色，需提ITSM工单到采购系统配置相应权限                                                                                                                                                                                                                                   ,江苏
883 ,采购-采购辅助   ,采购  ,供应商变更时，变更现有的银行账户信息提示无权限                                                   ,"对于存在的银行账户信息做变更必须由创建或新增该条信息的人来操作
（1）联系银行账户信息的创建人进行变更，或者新增一条自己需要的银行账户信息
（2）若实际需要必须变更此银行账户，需走ITSM工单后台清空银行创建人信息，用户再发起变更"                                                                                                                                                 ,江苏
884 ,采购-采购辅助   ,采购  ,采购池办理生成采购申请单提交报错提示预算不足                                                    ,"（1）采购需求中物料单价为“预估金额”，采购申请单根据寻源的协议带出单价“实际金额”，当“实际金额”大于“预估金额”时，大于部分乘以下单数量得出的金额会另占预算；
（2）采购需求未完全下单时，采购池剩余的部分会继续占用预算。
结合以上两点  ：
申请单提交时需再次占用预算=采购池剩余数量 * 预估单价+（申请单实际金额-需求单预估单价）* 实际采购数量
若项目剩余投资额小于需再次占用的预算，则提示“sap系统提示：项目可用总投资金额不足，无法保存该单据！”
处理方案：确认采购池剩余部分是否需要采购，若无需癟䲧癬Ỵ癭",江苏
885 ,采购-采购辅助   ,采购  ,采购池采购任务区显示有需求，但是需求下没有具体的采购明细                                              ,"采购池退回申请时发生错误，需求会被锁定在接口，这个时候会出现需求名称还显示在采购池里面，但是没有需求明细
（1）查询物流系统这个需求的状态，如果是驳回，需要联系二线把需求在采购池中删除
（2）如果物流系统未收到驳回信息，需用系统管理员账号在采购需求锁定运维里将需求查询出来解锁，解锁后信息会回到采购池，重新退回即可"                                                                                                       ,江苏
886 ,采购-采购辅助   ,采购  ,订单作废时提示 ：有在途单据BZZ/XXXX/XXXXXX/XXXXX；当前无法进行订单作废操作                          ,"该订单创建单位为省公司，省公司人员在物流系统做过收货，已经收货至在途库，形成了BZZ的在途单据；现在不能在前台进行订单作废操作，并且在途库没有逆向退货功能，BZZ的在途单前台无法删除。
提工单至物流系统删除BZZ单据，再由用户前台作废订单"                                                                                                                                             ,江苏
887 ,采购-采购辅助   ,采购  ,采购池中已经将不需要的物资需求标记完成了，但预算并没有释放，显示还是物资需求单占用                                 ,"资本性的物资需求是不占预算的，但成本性的物资需求是会占用预算的，资本性的物资需求在采购池退回之后会直接释放预算，但是资本成本性的物资需求之后，驳回的XWZ的物资需求单会回到物流计调员的岗上，如果不去物流删除单据，则预算不会释放
成本性需求标记完成之后，驳回的XWZ的物资需求单会回到在计调员的岗上，计调员退回之后，物资需求申请人需要删除单据，预算才会释放
"                                                                                  ,江苏
888 ,采购-采购辅助   ,采购  ,汇总单发票递交财务财务提示服务费发票金额均与sap订单金额不符                                           ,用户框架汇总单中的订单有部分进行过订单变更，修改过本次采购数量，进行过部分收货主动回单，采购系统的附属费用收货金额按全额接收，而SAP的附属费按收货数量的比例计算，导致采购系统与SAP订单金额存在差异。                                                                                                                                                                 ,江苏
889 ,采购-采购辅助   ,采购  ,发票在财务系统挂账流程已经走完，还未付款，现在单据需要删除该怎么操作                                        ,发票递交已经递交财务，如果挂账流程没有做完，需要终止或修改相关单据，需要在财务终止退回采购，采购系统可以点获取财务信息刷新发票递交状态为草稿；如果挂账流程做完了，在财务系统需要做红字冲销，但是这种是无法获取财务信息的，因为红字冲销之后，发票状态并不会变，如果需要终止或者修改相关单要发单子给采购二线修改发票状态。                                                                                                          ,江苏
890 ,采购-采购辅助   ,采购  ,采购签报提交报错项目已关闭，但是查询的项目状态是正常的                                               ,"查询接口日志报文得知，发送的报文上面是用户选择的项目，但返回的报文中是另外一个项目，且该项目的确已关闭，经由SAP查询得知，该采购方案的单据业务ID与其他的单据ID重复了，返回的报文返回的是另外一个该ID单据中的项目状态。
采购签报的单据业务ID重复了，建议用户删除掉该采购方案重新做。"                                                                                                                     ,江苏
891 ,采购-采购辅助   ,采购  ,汇总单选择订单时报错：无法将NULL插入（“MSS_PURCHASE”.“ORDER_PAY_PLAN_ITEM”.“PAY_ITEM_CODE”）,用户所用的框架在签订框架时候选择的付款比例为“其他”导致订单没有履约信息，故汇总时报错，该问题需用户确认详细的付款比例并提单采购、合同协同修改框架合同、协议及订单中付款比例。                                                                                                                                                                               ,江苏
892 ,采购-采购辅助   ,采购  ,订单已经汇总了，且汇总单做的发票递交已经财务处理完成了，但是系统中显示的订单依然是部分回单，导致项目转固报错。                   ,"订单做过审增，用户在订单汇总过之后，在计划建设系统的待办页面中点击了更改订单金额的按钮，导致订单金额增大，回单状态变为了部分回单。
用户确定订单审增的部分不需要了，提数据调整单给MM，由MM把回单标识推送给采购和物流系统，后期会针对此方面进行优化。"                                                                                                                                        ,江苏
893 ,合同-合同辅助   ,工程  ,合同变更或解除，输入条件查询合同提示非本单位合同不允许发起变更或者解除                                       ,"（1）推送接口问题：合同一线重新选择合同经办人，推送采购接口。
（2）割接数据不全问题：发数据调整单给采购系统修改承办人承办单位。"                                                                                                                                                                                                   ,江苏
894 ,合同-合同辅助   ,工程  ,割接合同变更或解除，输入条件查询合同提示合同不存在                                                 ,"（1）割接数据不全问题：用户确认合同我方名称，对方编号名称等信息提单给合同系统完善信息。
（2）接口问题：一线重新推送接口。"                                                                                                                                                                                                      ,江苏
895 ,合同-合同辅助   ,工程  ,发起合同撤销流程，查询不到原合同                                                          ,"（1）发起人问题：必须由合同承办人发起合同撤销。
（2）合同状态问题：合同未编号，无需撤销，由当前环节处理人退回合同修改环节，合同承办人删除流程即可；若合同已签约已盖章，可进入盖章签约页面取消盖章再发起合同撤销流程。"                                                                                                                                                        ,江苏
896 ,合同-合同辅助   ,工程  ,TMS报账找不到合同                                                                ,"（1）合同状态问题：合同未归档，联系合同管理员归档合同。
（2）接口问题：接口推送资产平台。
（3）合同未解析问题：联系解析平台解析合同。
（4）报账人不是承办人：合同承办人在报账平台添加合同报账人。"                                                                                                                                                                ,江苏
897 ,合同-合同辅助   ,工程  ,合同在审批流程中，发现合同审批表或正文非实质性条款信息有误。                                            ,"（1）非支出类：提数据调整单退回合同修改环节或者提单直接修改条款。
（2）支出类未编号：退回合同修改环节修改重新审批。
（3）支出类已编号：建议合同撤销流程后重新发起。"                                                                                                                                                                                ,江苏
898 ,合同-合同辅助   ,工程  ,支出类合同已归档金额发生了变化如何处理                                                       ,"（1）金额变小：直接合同系统发起变更修改金额。
（2）金额变大：采购系统先补签采购结果，然后合同系统发起合同变更关联补签的采购结果。"                                                                                                                                                                                                  ,江苏
899 ,合同-合同辅助   ,工程  ,合同对方账户变更了如何处理                                                             ,合同账户变更流程：合同起草-合同变更-选择账户变更走合同变更流程。                                                                                                                                                                                                                                     ,江苏
900 ,合同-合同辅助   ,工程  ,支出类合同税率发生变化了，该怎么处理                                                        ,"（1）总金额不变税率变大：直接在合同系统-合同起草-合同变更发起变更流程。
（2）总金额不变税率变小：需要补做一个差额的采购结果，然后在合同系统-合同起草-合同变更发起变更流程，并且关联补做的采购结果。"                                                                                                                                                               ,江苏
901 ,合同-合同辅助   ,工程  ,合同履约期限发生变化了，该怎么处理                                                         ,"（1）支出类合同：在合同系统-合同起草-合同变更中发起审批流程修改。
（2）支出类合同延长履约期限：需在采购系统-采购结果菜单下补做差额采购结果，再合同变更。
（3）支出类合同缩短履约期限：在合同系统-合同起草-合同变更中发起审批流程。"                                                                                                                                              ,江苏
902 ,合同-合同辅助   ,工程  ,审批中的合同要终止，在系统中如何操作                                                        ,"（1）未编号：退回合同修改的环节删除合同待办。
（2）已编号未盖章：在合同系统-合同起草-合同撤销操作。
（3）已编号已盖章：先取消盖章，然后在在合同系统-合同起草-合同撤销。"                                                                                                                                                                            ,江苏
903 ,合同-合同辅助   ,工程  ,后项合同关联不到前项合同如何处理                                                          ,"（1）合同编号或合同对方输错：打开合同审批表检查合同编号和合同对方名称。
（2）接口问题：收入类合同未同步采购接口，一线维护重新推送接口。"                                                                                                                                                                                               ,江苏
904 ,合同-合同辅助   ,工程  ,房屋租赁合同报账报不了，提示合同分摊金额大于可用金额                                                ,存在在途单据：mss系统终止报账单后tms系统未删除已终止的报账单。                                                                                                                                                                                                                                    ,江苏
905 ,合同-合同辅助   ,工程  ,新建收入类合同或者无收支合同选择不到对方，怎么处理                                                 ,"（1）合作分成合同：建议用户去客户管理系统新增客户。
（2）纯收入：建议手工输入对方名称。
（3）无收支类：建议手工输入对方名称。"                                                                                                                                                                                                   ,江苏
906 ,合同-合同辅助   ,工程  ,BSS类合同定稿后，字体非常小                                                           ,接口问题：一线合同维护查询到合同ID，在系统管理-运维工具-查看定时附件下载菜单下，根据合同业务ID点击查询后，手动点击下载失败，然后再点击下载。                                                                                                                                                                                             ,江苏
907 ,合同-合同辅助   ,工程  ,合同定稿后没有水印和条形码                                                             ,"（1）用户浏览器问题：建议删除浏览器缓存重新定稿。
（2）合同正文问题：合同正文被加密，提数据调整单合同修改正文格式，重新定稿。"                                                                                                                                                                                                    ,江苏
908 ,合同-合同辅助   ,工程  ,合同归档时查询不到合同                                                               ,"（1）合同管理员权限问题：查看合同的承办部门与归档人所在部门和归档查询范围是否一致。如果不一致，建议用户找合同承办部门对应的归档人员或者有相关权限的归档人处理。
（2）合同定稿日期为空：提数据调整单后台增加定稿日期。"                                                                                                                                                        ,江苏
909 ,合同-合同辅助   ,工程  ,合同在使用固化文本时，补充条款并没有带进规范文本里面                                                ,中英文字符问题：建议用户在补充条款里面全部使用英文的标点符号。                                                                                                                                                                                                                                       ,江苏
910 ,合同-合同辅助   ,工程  ,老合同在报账平台查不到                                                               ,"（1）合同系统存在合同：接口推送报账平台。
（2）合同系统不存在合同：提交itsm工单补录合同，然后再推送接口。"                                                                                                                                                                                                            ,江苏
911 ,合同-合同辅助   ,工程  ,合同收入平台查不到合同                                                               ,合同状态问题：未归档合同，可联系合同管理员归档合同，然后联系解析平台解析，合同已归档的直接解析平台解析合同。                                                                                                                                                                                                                ,江苏
912 ,合同-合同辅助   ,工程  ,采购在做发票递交时查不到合同                                                            ,"（1）接口问题：归档后一线人员推送采购接口。
（2）部门不一致：检查合同承办人与发票递交编制人是否为同一部门。"                                                                                                                                                                                                             ,江苏
